month,region,phase_index,relationship_id,predictor_name,response_name,predictor_value,response_value,panel_letter,panel_title,row_label,x_label,y_label,R2,slope,intercept,slope_ci_low_95,slope_ci_high_95,slope_significant,delta_adjusted_R2_vs_HCCF
2013-03-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.024640774164908,-0.579874926767782,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-04-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.001164618283060,0.083754145579266,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-05-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.000076615328136,-0.115335913408373,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-06-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.000018178332051,-0.278990046162146,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-07-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.010199441860934,0.590947440993483,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-08-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.016547735236592,0.154792742863761,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-09-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.024749030329206,0.743825768994788,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-10-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.002230412285797,-0.291267730625745,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-11-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.014183858109857,0.095797081695684,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2013-12-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.010866223736552,-0.566064141446159,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-01-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.022647357414938,-0.415503774734869,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-02-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.011539007457398,0.189003471512839,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-03-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.001326258787769,0.657338769471866,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-04-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.003384703340055,-0.438676473519485,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-05-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.019261933627127,-1.154584791181211,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-06-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.000504667253207,-0.778955521003706,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-07-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.031526255398772,-0.741751362847208,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-08-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.049638969311259,-0.917972121292718,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-09-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.014880071547922,-0.507399555005636,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-10-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.015449255720518,-0.438409734816044,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-11-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.023941090910509,-0.438185225773994,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2014-12-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.012801373690316,0.214326442060459,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-01-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.007740485832434,0.118707930102592,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-02-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.009364483151836,-0.481106612992570,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-03-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.013218650622727,0.471340417283894,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-04-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.024839676268123,-0.840292577817261,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-05-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.113832474284413,-1.564183582989585,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-06-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.085873121355569,0.256969063963252,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-07-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.113679475921273,-0.573603993711787,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-08-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.068547676117510,-0.076138524253419,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-09-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.100531643021772,-0.564568675585086,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-10-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.098085366091698,-0.869464247158673,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-11-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.095061675148004,-0.685916015995426,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2015-12-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.090980896764424,-0.924485395776026,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-01-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.086159638270366,-1.394545917183894,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-02-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.068058503256401,-0.815178257030929,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-03-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.051052593247737,-0.502448879309966,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-04-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.021309823105287,-0.063302058647515,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-05-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.002453063717841,0.773892125852285,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-06-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.015690376764499,0.101847346737195,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-07-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.003338803757807,-0.052029234971561,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-08-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.023482589373034,0.854290385673397,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-09-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.005230104593890,0.004068975629164,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-10-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.016523303386016,0.282996668584482,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-11-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.006924855761665,-0.005260281041008,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2016-12-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.007050885104893,0.420974226673667,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-01-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.026012445850319,0.579491940362549,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-02-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.012698720173952,0.231710840572768,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-03-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.018920544662208,-0.604201332532522,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-04-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.033686407032125,0.393393517205966,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-05-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.001261271339999,-0.413494261335389,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-06-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.011292636701853,-0.017912124709146,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-07-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.013260289647125,-0.452828464708025,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-08-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.004128132612382,-0.076136932296119,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-09-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.011347953908457,-0.395556804764399,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-10-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.012372428473582,0.076815428434216,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-11-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.031212505710308,0.345603691174159,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2017-12-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.016472464771969,0.188396132527850,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-01-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.014243850743952,0.084706375972918,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-02-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.014528583179582,0.369855499684764,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-03-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.032712800647603,0.903191956686991,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-04-01,EP,-1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.028551749201445,0.578853896362446,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-05-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.027824512278092,-0.096775306188000,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-06-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.014048950135631,-1.351618599347542,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-07-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.011754567516842,-0.283368961960138,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-08-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.008598932441396,-0.244961620887203,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-09-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.005144665430580,-0.143264318151535,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-10-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.014687823460620,-0.414020425302548,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-11-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.017001814890435,0.186589716284385,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2018-12-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.001761620123297,-0.529833707199106,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-01-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.006802116309133,0.029773425411214,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-02-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.026754596571787,0.034754003995511,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-03-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.001982584965501,0.377000915368773,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-04-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.022047753884074,0.049338396428884,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-05-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.033976859904814,-0.244084355546208,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-06-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.002584016926531,0.327803964167581,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-07-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.009922608697369,-0.372081543932555,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-08-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.015155602822753,0.310963431325161,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-09-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.028080088996681,-0.642558548188757,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-10-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.003540489429256,-0.119522706844308,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-11-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.009040329801962,0.416254509726415,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2019-12-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.003736449422487,-0.064049779481853,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2020-01-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.029442267262156,-0.546647722323715,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2020-02-01,EP,0,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,0.002754382485869,-0.509635680529114,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
2020-03-01,EP,1,HCCF_comparator,HCCF_anom,NetPath_high_total_anom,-0.052296935447587,0.455400017248295,(c),Eastern Pacific,HCCF → High-cloud pathway,HCCF anomaly,High-cloud Net CRE contribution (W m$^{-2}$),0.251763176100000,-9.108314886800001,0.000000000000000,-12.447019824200000,-7.051991682200000,True,
